
11200	Obj: 0.1517,	F: 0.3866,	Cf: 0.4599,	ValObj: 0.1521,	VaF: 0.3872,	ate_train: 1.2829,	ate_test: 1.2898	pehe_train: 1.4846,	pehe_test: 1.4925,	ate_ood: 1.1759,	pehe_ood: 1.6505
11300	Obj: 0.1516,	F: 0.3865,	Cf: 0.4728,	ValObj: 0.1520,	VaF: 0.3870,	ate_train: 1.2921,	ate_test: 1.2993	pehe_train: 1.5242,	pehe_test: 1.5344,	ate_ood: 1.1986,	pehe_ood: 1.7205
11400	Obj: 0.1517,	F: 0.3866,	Cf: 0.4680,	ValObj: 0.1522,	VaF: 0.3873,	ate_train: 1.3006,	ate_test: 1.3081	pehe_train: 1.5105,	pehe_test: 1.5195,	ate_ood: 1.1952,	pehe_ood: 1.6797
11500	Obj: 0.1516,	F: 0.3865,	Cf: 0.4669,	ValObj: 0.1520,	VaF: 0.3870,	ate_train: 1.2809,	ate_test: 1.2879	pehe_train: 1.4986,	pehe_test: 1.5071,	ate_ood: 1.2180,	pehe_ood: 1.7502
11600	Obj: 0.1517,	F: 0.3866,	Cf: 0.4683,	ValObj: 0.1519,	VaF: 0.3869,	ate_train: 1.2862,	ate_test: 1.2932	pehe_train: 1.5075,	pehe_test: 1.5169,	ate_ood: 1.2389,	pehe_ood: 1.7755
11700	Obj: 0.1515,	F: 0.3864,	Cf: 0.4666,	ValObj: 0.1520,	VaF: 0.3870,	ate_train: 1.2841,	ate_test: 1.2915	pehe_train: 1.4991,	pehe_test: 1.5085,	ate_ood: 1.1836,	pehe_ood: 1.6809
11800	Obj: 0.1517,	F: 0.3866,	Cf: 0.4692,	ValObj: 0.1519,	VaF: 0.3870,	ate_train: 1.2996,	ate_test: 1.3068	pehe_train: 1.5202,	pehe_test: 1.5296,	ate_ood: 1.2395,	pehe_ood: 1.7535
11900	Obj: 0.1516,	F: 0.3865,	Cf: 0.4648,	ValObj: 0.1520,	VaF: 0.3870,	ate_train: 1.2868,	ate_test: 1.2941	pehe_train: 1.4971,	pehe_test: 1.5057,	ate_ood: 1.1912,	pehe_ood: 1.6842
12000	Obj: 0.1516,	F: 0.3864,	Cf: 0.4635,	ValObj: 0.1521,	VaF: 0.3870,	ate_train: 1.2730,	ate_test: 1.2801	pehe_train: 1.4832,	pehe_test: 1.4916,	ate_ood: 1.2081,	pehe_ood: 1.7335
12100	Obj: 0.1515,	F: 0.3864,	Cf: 0.4695,	ValObj: 0.1521,	VaF: 0.3870,	ate_train: 1.2836,	ate_test: 1.2907	pehe_train: 1.5107,	pehe_test: 1.5195,	ate_ood: 1.2261,	pehe_ood: 1.7829
12200	Obj: 0.1516,	F: 0.3865,	Cf: 0.4564,	ValObj: 0.1520,	VaF: 0.3871,	ate_train: 1.2737,	ate_test: 1.2806	pehe_train: 1.4676,	pehe_test: 1.4754,	ate_ood: 1.2535,	pehe_ood: 1.7872
12300	Obj: 0.1515,	F: 0.3863,	Cf: 0.4700,	ValObj: 0.1520,	VaF: 0.3870,	ate_train: 1.2936,	ate_test: 1.3009	pehe_train: 1.5172,	pehe_test: 1.5261,	ate_ood: 1.2407,	pehe_ood: 1.7874
12400	Obj: 0.1516,	F: 0.3865,	Cf: 0.4786,	ValObj: 0.1522,	VaF: 0.3872,	ate_train: 1.3112,	ate_test: 1.3186	pehe_train: 1.5537,	pehe_test: 1.5631,	ate_ood: 1.2473,	pehe_ood: 1.8063
12500	Obj: 0.1515,	F: 0.3864,	Cf: 0.4640,	ValObj: 0.1519,	VaF: 0.3868,	ate_train: 1.2800,	ate_test: 1.2867	pehe_train: 1.4938,	pehe_test: 1.5019,	ate_ood: 1.2753,	pehe_ood: 1.8443
12600	Obj: 0.1515,	F: 0.3863,	Cf: 0.4742,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.2985,	ate_test: 1.3060	pehe_train: 1.5300,	pehe_test: 1.5391,	ate_ood: 1.2367,	pehe_ood: 1.7915
12700	Obj: 0.1515,	F: 0.3863,	Cf: 0.4699,	ValObj: 0.1520,	VaF: 0.3869,	ate_train: 1.2761,	ate_test: 1.2832	pehe_train: 1.5041,	pehe_test: 1.5129,	ate_ood: 1.2362,	pehe_ood: 1.8066
12800	Obj: 0.1516,	F: 0.3864,	Cf: 0.4734,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.3046,	ate_test: 1.3122	pehe_train: 1.5282,	pehe_test: 1.5377,	ate_ood: 1.2692,	pehe_ood: 1.8420
12900	Obj: 0.1516,	F: 0.3864,	Cf: 0.4783,	ValObj: 0.1521,	VaF: 0.3870,	ate_train: 1.3119,	ate_test: 1.3188	pehe_train: 1.5527,	pehe_test: 1.5618,	ate_ood: 1.2987,	pehe_ood: 1.9048
13000	Obj: 0.1515,	F: 0.3863,	Cf: 0.4682,	ValObj: 0.1519,	VaF: 0.3869,	ate_train: 1.2796,	ate_test: 1.2870	pehe_train: 1.4968,	pehe_test: 1.5055,	ate_ood: 1.2526,	pehe_ood: 1.8294
13100	Obj: 0.1515,	F: 0.3863,	Cf: 0.4724,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.2911,	ate_test: 1.2982	pehe_train: 1.5162,	pehe_test: 1.5252,	ate_ood: 1.2887,	pehe_ood: 1.8897
13200	Obj: 0.1514,	F: 0.3862,	Cf: 0.4737,	ValObj: 0.1518,	VaF: 0.3867,	ate_train: 1.3007,	ate_test: 1.3078	pehe_train: 1.5295,	pehe_test: 1.5383,	ate_ood: 1.2963,	pehe_ood: 1.8882
13300	Obj: 0.1514,	F: 0.3862,	Cf: 0.4702,	ValObj: 0.1517,	VaF: 0.3866,	ate_train: 1.2941,	ate_test: 1.3010	pehe_train: 1.5187,	pehe_test: 1.5274,	ate_ood: 1.2680,	pehe_ood: 1.8386
